body type,Brand,model,modelYear,price,Kms Driven,Fuel Type,Transmission,Max Power,Torque,Mileage,Engine,ownerNo,Insurance Validity,Seats,City
SUV,Renault,Renault Duster,2019,9.95,33000,Petrol,Automatic,105.0,142.0,13.9,1498,1,Comprehensive,5,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2016,5.73,71423,Petrol,Manual,88.0,113.0,22.41,1197,1,Comprehensive,5,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2015,6.58,17811,Petrol,Manual,88.0,113.0,22.41,1197,1,Comprehensive,5,Bangalore
SUV,Hyundai,Hyundai Creta,2017,12.45,79000,Diesel,Automatic,126.0,259.0,17.6,1582,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2020,9.06,9724,Petrol,Automatic,83.0,115.0,21.4,1197,1,Zero Dep,5,Bangalore
SUV,Hyundai,Hyundai Creta,2019,11.95,75000,Petrol,Manual,121.0,151.0,15.8,1591,1,Comprehensive,5,Bangalore
Sedan,Toyota,Toyota Yaris,2021,10.31,20754,Petrol,Manual,105.0,140.0,17.1,1496,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2015,4.13,50510,Petrol,Manual,82.0,114.0,18.9,1197,3,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2019,6.24,35000,Petrol,Manual,81.0,113.0,18.9,1197,1,Comprehensive,5,Bangalore
Sedan,Hyundai,Hyundai Verna,2011,4.65,85000,Diesel,Manual,126.0,259.0,22.32,1582,3,Comprehensive,5,Bangalore
Sedan,Honda,Honda City,2018,10.5,48979,Petrol,Automatic,117.0,145.0,18.0,1497,1,Third Party insurance,5,Bangalore
SUV,Tata,Tata Nexon,2017,7.25,46000,Petrol,Manual,108.0,170.0,17.0,1198,2,Comprehensive,5,Bangalore
SUV,Mahindra,Mahindra Thar,2020,18.0,9000,Diesel,Automatic,130.0,300.0,19.24556842105263,2184,1,Comprehensive,4,Bangalore
Sedan,Ford,Ford Aspire,2018,6.5,70000,Diesel,Manual,99.0,215.0,26.1,1498,2,Third Party insurance,5,Bangalore
Sedan,Volvo,Volvo S60,2014,13.95,78000,Diesel,Automatic,190.0,400.0,27.03,1969,2,Third Party insurance,5,Bangalore
Sedan,Honda,Honda Amaze,2021,8.65,1500,Diesel,Manual,98.0,200.0,24.7,1498,1,Comprehensive,5,Bangalore
Sedan,BMW,BMW 5 Series,2011,14.23,70000,Diesel,Automatic,177.0,35.0,18.48,1995,2,Comprehensive,5,Bangalore
SUV,MG,MG Gloster,2023,43.99,8187,Diesel,Automatic,158.0,373.0,13.92,1996,1,Comprehensive,6,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2014,4.75,81777,Petrol,Manual,88.0,113.0,22.41,1197,3,Comprehensive,5,Bangalore
Sedan,Honda,Honda City,2016,7.47,48698,Petrol,Automatic,117.0,145.0,18.0,1497,2,Comprehensive,5,Bangalore
SUV,Kia,Kia Seltos,2020,15.9,21000,Petrol,Automatic,138.0,242.0,16.5,1353,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2016,5.2,67771,Petrol,Automatic,82.0,114.0,18.9,1197,2,Comprehensive,5,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2015,5.3,60386,Petrol,Manual,88.0,113.0,22.41,1197,1,Third Party,5,Bangalore
Hatchback,Tata,Tata Tiago,2018,5.95,48928,Petrol,Automatic,83.0,114.0,23.84,1199,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2010,3.12,111374,Petrol,Manual,82.0,113.0,18.5,1197,1,Third Party,5,Bangalore
SUV,Hyundai,Hyundai Creta,2017,9.2,33000,Petrol,Manual,121.0,151.0,15.8,1591,2,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Alto 800,2021,4.03,40561,Petrol,Manual,47.0,69.0,22.05,796,1,Zero Dep,5,Bangalore
Hatchback,Maruti,Maruti Swift,2013,4.15,92529,Petrol,Manual,88.0,113.0,22.38,1197,1,Comprehensive,5,Bangalore
Sedan,Honda,Honda Amaze,2019,8.5,42000,Petrol,Automatic,88.0,110.0,18.1,1199,1,Comprehensive,5,Bangalore
MUV,Kia,Kia Carnival,2020,27.0,55342,Diesel,Automatic,197.0,440.0,14.11,2199,1,Comprehensive,7,Bangalore
SUV,Ford,Ford Ecosport,2021,11.45,51000,Diesel,Manual,98.0,215.0,21.7,1498,1,Comprehensive,5,Bangalore
SUV,Mahindra,Mahindra XUV500,2018,12.75,37000,Diesel,Manual,152.0,360.0,15.1,2179,2,Comprehensive,7,Bangalore
Hatchback,Honda,Honda Jazz,2017,6.45,36468,Petrol,Manual,88.0,110.0,18.7,1199,1,Comprehensive,5,Bangalore
SUV,Mahindra,Mahindra XUV300,2022,14.4,11250,Petrol,Manual,108.0,200.0,16.82,1197,1,Comprehensive,5,Bangalore
MUV,Maruti,Maruti Ertiga,2019,11.45,36000,Petrol,Manual,103.0,138.0,19.01,1462,1,Comprehensive,7,Bangalore
SUV,Hyundai,Hyundai Venue,2019,12.25,36368,Petrol,Automatic,118.0,171.0,18.15,998,1,Third Party insurance,5,Bangalore
Sedan,Mercedes-Benz,Mercedes-Benz S-Class,2016,52.75,36000,Diesel,Automatic,254.0,620.0,13.5,2987,2,Comprehensive,5,Bangalore
SUV,BMW,BMW X3,2017,38.0,62000,Diesel,Automatic,190.0,400.0,18.56,1995,3,Comprehensive,5,Bangalore
Sedan,Honda,Honda City,2018,8.88,39466,Petrol,Manual,117.0,145.0,17.4,1497,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Swift,2014,5.07,49570,Petrol,Manual,88.0,113.0,22.38,1197,1,Comprehensive,5,Bangalore
Sedan,Volkswagen,Volkswagen Vento,2018,10.2,23382,Petrol,Automatic,103.0,175.0,18.19,1197,2,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti S-Presso,2021,4.72,42954,Petrol,Manual,67.0,90.0,21.7,998,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Swift,2014,4.71,68306,Petrol,Manual,88.0,113.0,22.38,1197,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2018,8.21,54961,Diesel,Manual,88.0,219.0,22.54,1396,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Swift,2015,5.1,91087,Petrol,Manual,88.0,113.0,22.38,1197,1,Comprehensive,5,Bangalore
Hatchback,Renault,Renault KWID,2022,5.99,16691,Petrol,Manual,67.0,91.0,21.74,999,1,Third Party,5,Bangalore
Hatchback,Maruti,Maruti Wagon R,2016,4.02,80190,Petrol,Manual,67.0,90.0,20.51,998,1,Comprehensive,5,Bangalore
SUV,Hyundai,Hyundai Creta,2017,10.02,54639,Petrol,Manual,121.0,151.0,15.29,1591,1,Third Party insurance,5,Bangalore
SUV,Maruti,Maruti SX4 S Cross,2020,9.75,50225,Petrol,Manual,103.0,138.0,18.55,1462,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2018,7.95,68017,Diesel,Manual,88.0,224.0,22.54,1396,1,Comprehensive,5,Bangalore
Hatchback,Volkswagen,Volkswagen Polo,2016,5.5,87912,Petrol,Manual,74.0,110.0,16.2,1199,1,Comprehensive,5,Bangalore
SUV,Tata,Tata Nexon,2021,12.98,2045,Petrol,Manual,118.0,170.0,17.57,1199,1,Third Party insurance,5,Bangalore
SUV,Maruti,Maruti SX4 S Cross,2021,10.85,24305,Petrol,Manual,103.0,138.0,18.55,1462,1,Third Party insurance,5,Bangalore
Hatchback,Tata,Tata Nano,2015,3.35,2500,Petrol,Automatic,37.0,51.0,25.4,624,1,Comprehensive,4,Bangalore
SUV,Tata,Tata Nexon,2020,11.09,31489,Petrol,Automatic,118.0,170.0,17.05,1199,1,Third Party insurance,5,Bangalore
Sedan,Fiat,Fiat Linea,2014,3.5,82268,Petrol,Manual,112.0,207.0,14.6,1368,2,Not Available,5,Bangalore
SUV,Ford,Ford Ecosport,2019,8.95,73834,Diesel,Manual,98.0,205.0,23.0,1498,1,Third Party insurance,5,Bangalore
SUV,Toyota,Toyota Fortuner,2014,17.75,73000,Diesel,Manual,168.0,343.0,13.0,2982,2,Comprehensive,7,Bangalore
Hatchback,Maruti,Maruti Celerio,2017,4.66,41436,Petrol,Manual,67.0,90.0,23.1,998,1,Comprehensive,5,Bangalore
Sedan,Honda,Honda City,2019,9.24,19024,Petrol,Manual,117.0,145.0,17.4,1497,2,Zero Dep,5,Bangalore
MUV,Mahindra,Mahindra Xylo,2016,7.75,73000,Diesel,Manual,118.0,280.0,14.02,2179,1,Comprehensive,8,Bangalore
Hatchback,Maruti,Maruti Alto 800,2020,3.78,73140,Petrol,Manual,47.0,69.0,22.05,796,2,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Swift,2015,5.55,29289,Petrol,Manual,88.0,113.0,22.38,1197,1,Comprehensive,5,Bangalore
Sedan,Honda,Honda City,2016,8.99,39116,Petrol,Automatic,117.0,145.0,18.0,1497,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Alto 800,2019,3.7,41958,Petrol,Manual,47.0,69.0,24.7,796,1,Third Party,5,Bangalore
SUV,Honda,Honda WR-V,2018,8.1,26626,Petrol,Manual,88.0,110.0,17.5,1199,1,Third Party insurance,5,Bangalore
Hatchback,Honda,Honda Jazz,2019,7.74,63460,Petrol,Automatic,88.0,110.0,18.2,1199,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai Santro,2019,5.3,35711,Petrol,Manual,68.0,99.0,20.3,1086,1,Comprehensive,5,Bangalore
SUV,Honda,Honda WR-V,2020,9.45,20057,Petrol,Manual,88.0,110.0,16.5,1199,1,Comprehensive,5,Bangalore
Hatchback,Tata,Tata Altroz,2020,8.8,25396,Petrol,Manual,86.0,113.0,19.33,1199,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2013,5.25,88000,Diesel,Manual,88.0,219.0,21.27,1396,1,Comprehensive,5,Bangalore
SUV,Jeep,Jeep Compass,2019,16.05,62000,Petrol,Automatic,160.0,250.0,14.1,1368,1,Third Party insurance,5,Bangalore
Sedan,Honda,Honda City,2020,11.7,35993,Petrol,Manual,119.0,145.0,18.6,1498,1,Not Available,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2017,6.5,34000,Petrol,Automatic,81.0,113.0,18.9,1197,1,Comprehensive,5,Bangalore
SUV,Honda,Honda WR-V,2019,8.75,51338,Petrol,Manual,88.0,110.0,17.5,1199,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2015,5.0,74280,Petrol,Manual,82.0,114.0,18.9,1197,1,Not Available,5,Bangalore
SUV,Land Rover,Land Rover Range Rover Sport,2019,95.0,82000,Diesel,Automatic,296.0,400.0,12.65,2993,1,Comprehensive,5,Bangalore
Sedan,Audi,Audi A6,2015,21.95,63773,Diesel,Automatic,174.0,380.0,17.68,1968,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2015,3.95,101356,Petrol,Manual,82.0,114.0,18.9,1197,2,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Alto 800,2020,4.21,75591,CNG,Manual,40.0,60.0,31.59,796,1,Third Party insurance,4,Bangalore
SUV,Hyundai,Hyundai Creta,2017,13.0,72208,Petrol,Automatic,121.0,151.0,13.0,1591,1,Not Available,5,Bangalore
Hatchback,Maruti,Maruti Swift,2014,4.9,51489,Petrol,Manual,88.0,113.0,22.38,1197,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Ignis,2017,5.2,74643,Petrol,Automatic,81.0,113.0,20.89,1197,1,Third Party insurance,5,Bangalore
SUV,BMW,BMW X5,2008,14.5,44000,Diesel,Automatic,258.0,560.0,15.3,2993,2,Comprehensive,5,Bangalore
Hatchback,Honda,Honda Jazz,2017,6.16,79575,Petrol,Automatic,88.0,110.0,19.0,1199,1,Comprehensive,5,Bangalore
SUV,Honda,Honda WR-V,2018,8.25,54097,Petrol,Manual,88.0,110.0,17.5,1199,1,Comprehensive,5,Bangalore
Sedan,Honda,Honda City,2018,8.38,35288,Petrol,Manual,117.0,145.0,17.4,1497,2,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Swift,2019,6.18,70314,Petrol,Automatic,88.0,113.0,22.56,1197,1,Zero Dep,5,Bangalore
SUV,Renault,Renault Duster,2017,8.75,96939,Diesel,Manual,108.0,245.0,19.72,1461,2,Third Party insurance,5,Bangalore
Hatchback,Nissan,Nissan Micra,2010,3.9,44824,Petrol,Manual,75.0,104.0,18.06,1198,2,Comprehensive,5,Bangalore
MUV,Toyota,Toyota Innova,2014,13.49,169219,Diesel,Manual,100.0,200.0,12.99,2494,2,Third Party insurance,7,Bangalore
Sedan,Honda,Honda City,2012,5.0,92673,Petrol,Manual,116.0,146.0,16.8,1497,2,Third Party,5,Bangalore
SUV,Mercedes-Benz,Mercedes-Benz GL-Class,2014,41.0,79000,Diesel,Automatic,254.0,619.0,11.3,2987,2,Comprehensive,7,Bangalore
SUV,Jeep,Jeep Compass,2020,21.9,20183,Diesel,Automatic,173.0,350.0,17.1,1956,1,Zero Dep,5,Bangalore
Sedan,Toyota,Toyota Yaris,2018,7.95,77130,Petrol,Automatic,105.0,140.0,17.8,1496,1,Comprehensive,5,Bangalore
SUV,Ford,Ford Ecosport,2017,7.75,45000,Petrol,Automatic,120.0,149.0,14.7,1496,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2017,7.45,27025,Petrol,Automatic,81.0,113.0,19.56,1197,2,Third Party insurance,5,Bangalore
SUV,Kia,Kia Seltos,2019,11.25,105153,Petrol,Manual,138.0,242.0,16.1,1353,1,Third Party insurance,5,Bangalore
SUV,Mahindra,Mahindra XUV500,2016,10.3,70509,Diesel,Manual,140.0,330.0,16.0,2179,1,Comprehensive,7,Bangalore
Hatchback,Renault,Renault KWID,2020,5.82,11662,Petrol,Automatic,67.0,91.0,22.0,999,2,Zero Dep,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2018,6.15,36176,Petrol,Manual,81.0,113.0,18.9,1197,1,Third Party insurance,5,Bangalore
Hatchback,Honda,Honda Jazz,2015,5.6,74342,Petrol,Automatic,88.0,110.0,19.0,1199,2,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2016,7.1,89837,Diesel,Manual,74.0,190.0,27.39,1248,1,Third Party,5,Bangalore
Hatchback,Maruti,Maruti Swift,2015,5.35,11912,Petrol,Manual,81.0,113.0,21.21,1197,2,Third Party,5,Bangalore
Hatchback,Maruti,Maruti Swift,2012,4.46,55544,Diesel,Manual,74.0,190.0,22.9,1248,2,Third Party,5,Bangalore
SUV,Ford,Ford Ecosport,2019,10.18,27027,Petrol,Automatic,121.0,150.0,14.8,1497,1,Comprehensive,5,Bangalore
Sedan,Honda,Honda City,2017,8.4,56363,Petrol,Automatic,117.0,145.0,18.0,1497,1,Zero Dep,5,Bangalore
Sedan,Hyundai,Hyundai Verna,2016,6.54,42094,Petrol,Manual,121.0,154.0,17.01,1591,2,Comprehensive,5,Bangalore
SUV,Kia,Kia Seltos,2019,11.25,114912,Petrol,Manual,138.0,242.0,16.1,1353,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Swift,2016,5.85,33649,Petrol,Manual,81.0,113.0,22.0,1197,1,Third Party insurance,5,Bangalore
SUV,Kia,Kia Seltos,2019,12.5,54000,Petrol,Manual,113.0,144.0,16.8,1497,1,Comprehensive,5,Bangalore
Sedan,Hyundai,Hyundai Xcent,2014,4.75,69798,Petrol,Manual,82.0,114.0,19.1,1197,2,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai i10,2010,3.1,69000,Petrol,Manual,78.0,111.0,20.36,1197,2,Comprehensive,5,Bangalore
SUV,Jeep,Jeep Compass,2020,23.95,49001,Diesel,Automatic,173.0,350.0,17.1,1956,1,Zero Dep,5,Bangalore
Sedan,Hyundai,Hyundai Verna,2017,10.85,57527,Diesel,Automatic,126.0,259.0,22.0,1582,2,Comprehensive,5,Bangalore
Hatchback,Fiat,Fiat Punto EVO,2015,4.75,57367,Diesel,Manual,91.0,209.0,20.5,1248,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Wagon R,2015,4.06,50936,Petrol,Manual,67.0,90.0,20.51,998,2,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2022,10.84,23237,Diesel,Manual,98.0,240.0,25.0,1493,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Celerio,2016,4.45,66596,Petrol,Automatic,67.0,90.0,23.1,998,1,Comprehensive,5,Bangalore
SUV,Mahindra,Mahindra XUV500,2016,13.82,36613,Diesel,Manual,140.0,330.0,16.0,2179,1,Comprehensive,7,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2015,6.01,74104,Petrol,Manual,83.0,115.0,20.85,1197,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai Santro,2022,5.94,6777,Petrol,Manual,68.0,99.0,20.3,1086,1,Zero Dep,5,Bangalore
SUV,Ford,Ford Ecosport,2020,9.6,14560,Petrol,Manual,120.0,149.0,15.9,1496,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti S-Presso,2021,5.75,27000,Petrol,Automatic,67.0,90.0,21.7,998,1,Comprehensive,5,Bangalore
Sedan,Honda,Honda City,2015,7.29,90333,Petrol,Automatic,117.0,145.0,18.0,1497,2,Comprehensive,5,Bangalore
SUV,Mini,Mini Cooper Countryman,2019,35.75,50114,Petrol,Automatic,189.0,280.0,16.6,1998,1,Comprehensive,5,Bangalore
SUV,Maruti,Maruti Vitara Brezza,2017,9.62,69301,Diesel,Manual,88.0,200.0,24.3,1248,1,Comprehensive,5,Bangalore
Hatchback,Renault,Renault KWID,2021,4.5,71306,Petrol,Manual,67.0,91.0,21.74,999,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2019,8.49,35135,Petrol,Automatic,81.0,113.0,19.56,1197,1,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Ritz,2016,5.35,40561,Diesel,Manual,73.0,190.0,23.2,1248,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2012,4.35,90000,Petrol,Manual,80.0,11.0,17.0,1197,1,Comprehensive,5,Bangalore
Hatchback,Honda,Honda Jazz,2017,6.85,60000,Petrol,Automatic,88.0,110.0,19.0,1199,2,Comprehensive,5,Bangalore
SUV,BMW,BMW X3,2019,57.5,30000,Diesel,Automatic,187.0,400.0,16.55,1995,1,Comprehensive,5,Bangalore
SUV,Renault,Renault Duster,2016,7.3,60000,Diesel,Manual,83.0,200.0,19.87,1461,2,Third Party insurance,5,Bangalore
SUV,Mahindra,Mahindra XUV500,2015,11.45,102000,Diesel,Manual,140.0,330.0,16.0,2179,1,Comprehensive,7,Bangalore
Hatchback,Maruti,Maruti Wagon R,2015,4.1,41659,Petrol,Manual,67.0,90.0,18.9,998,2,Third Party,5,Bangalore
Sedan,Audi,Audi A4,2009,10.75,85300,Petrol,Automatic,163.0,22.0,12.3,1781,2,Comprehensive,5,Bangalore
Sedan,Hyundai,Hyundai Verna,2017,8.49,32483,Petrol,Automatic,121.0,154.0,17.01,1591,2,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2018,7.49,34376,Petrol,Manual,81.0,114.0,18.6,1197,1,Third Party insurance,5,Bangalore
SUV,Hyundai,Hyundai Creta,2017,8.72,36540,Petrol,Manual,121.0,151.0,15.29,1591,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2011,3.06,148625,Petrol,Manual,80.0,11.0,17.0,1197,2,Comprehensive,5,Bangalore
Sedan,Audi,Audi A6,2013,9.95,81000,Diesel,Automatic,241.0,500.0,14.57,2967,4,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai i10,2013,3.48,5609,Petrol,Manual,68.0,99.0,19.81,1086,2,Third Party insurance,5,Bangalore
Sedan,Audi,Audi A3,2019,24.25,37000,Petrol,Automatic,150.0,250.0,19.2,1395,1,Third Party insurance,5,Bangalore
SUV,Hyundai,Hyundai Alcazar,2021,17.25,6000,Petrol,Manual,156.0,191.0,14.5,1999,1,Comprehensive,6,Bangalore
Sedan,Renault,Renault Fluence,2013,5.0,61000,Diesel,Manual,78.0,240.0,21.8,1461,1,Third Party,5,Bangalore
Hatchback,Renault,Renault KWID,2018,4.17,30285,Petrol,Automatic,67.0,91.0,24.04,999,2,Third Party insurance,5,Bangalore
Sedan,Volkswagen,Volkswagen Vento,2011,3.99,80153,Diesel,Manual,103.0,250.0,20.54,1598,2,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2016,5.41,49641,Petrol,Automatic,82.0,114.0,18.9,1197,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2016,5.68,83075,Petrol,Automatic,83.0,115.0,21.4,1197,2,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2018,7.3,45677,Petrol,Manual,83.0,115.0,21.4,1197,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Celerio,2017,4.46,81849,Petrol,Manual,67.0,90.0,23.1,998,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Swift,2015,6.38,67791,Diesel,Manual,74.0,190.0,25.2,1248,2,Comprehensive,5,Bangalore
SUV,Volvo,Volvo XC40,2018,37.5,38100,Diesel,Automatic,190.0,400.0,18.0,1969,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2018,6.94,65015,Petrol,Manual,81.0,114.0,18.6,1197,1,Third Party insurance,5,Bangalore
SUV,Mercedes-Benz,Mercedes-Benz GLC,2018,47.0,47000,Diesel,Automatic,170.0,400.0,17.9,2143,2,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Swift,2014,4.93,62029,Petrol,Manual,88.0,113.0,22.38,1197,1,Third Party,5,Bangalore
Hatchback,Maruti,Maruti Swift,2017,6.37,94926,Diesel,Manual,74.0,190.0,25.2,1248,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2012,3.65,119487,Petrol,Manual,80.0,11.0,17.0,1197,1,Not Available,5,Bangalore
SUV,Mahindra,Mahindra Bolero,2019,8.25,126000,Diesel,Manual,62.0,195.0,15.96,2523,1,Third Party insurance,7,Bangalore
Sedan,Volkswagen,Volkswagen Ameo,2017,6.45,70332,Diesel,Manual,108.0,250.0,21.66,1498,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Ignis,2017,5.85,37950,Petrol,Manual,81.0,113.0,20.89,1197,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2019,8.35,38100,Petrol,Manual,81.0,117.0,18.6,1197,1,Comprehensive,5,Bangalore
SUV,Toyota,Toyota Fortuner,2012,16.49,156039,Diesel,Manual,168.0,343.0,12.55,2982,2,Comprehensive,7,Bangalore
Sedan,Maruti,Maruti SX4,2008,3.3,56000,Petrol,Manual,104.0,145.0,15.0,1586,2,Third Party insurance,5,Bangalore
Hatchback,Honda,Honda Brio,2014,4.25,42000,Petrol,Manual,86.0,109.0,19.4,1198,2,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2018,7.5,93003,Diesel,Manual,88.0,219.0,22.54,1396,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2017,6.75,36000,Petrol,Automatic,82.0,114.0,18.9,1197,2,Comprehensive,5,Bangalore
SUV,Kia,Kia Sonet,2022,11.5,20000,Petrol,Automatic,118.0,172.0,19.24556842105263,998,1,Third Party insurance,5,Chennai
Minivans,Maruti,Maruti Eeco,2015,4.15,20687,Petrol,Manual,73.0,101.0,15.37,1196,1,Comprehensive,7,Chennai
SUV,Nissan,Nissan Magnite,2021,7.5,30000,Petrol,Manual,98.0,160.0,20.0,999,1,Third Party insurance,5,Chennai
Hatchback,Hyundai,Hyundai i10,2015,3.98,59247,Petrol,Manual,68.0,99.0,19.81,1086,1,Comprehensive,5,Chennai
Hatchback,Honda,Honda Jazz,2015,5.5,50000,Petrol,Manual,88.0,110.0,18.7,1199,1,Third Party insurance,5,Chennai
Sedan,Mercedes-Benz,Mercedes-Benz E-Class,2016,33.0,20000,Diesel,Automatic,204.0,500.0,13.0,2143,1,Comprehensive,5,Chennai
Hatchback,Maruti,Maruti Celerio,2016,4.53,29403,Petrol,Automatic,67.0,90.0,23.1,998,1,Comprehensive,5,Chennai
Hatchback,Maruti,Maruti A-Star,2010,2.85,42700,Petrol,Manual,66.0,90.0,19.0,998,1,Comprehensive,5,Chennai
SUV,BMW,BMW X3,2018,50.0,23001,Diesel,Automatic,187.0,400.0,16.55,1995,1,Comprehensive,5,Chennai
SUV,Ford,Ford Ecosport,2018,8.21,25925,Petrol,Automatic,121.0,150.0,14.8,1497,2,Comprehensive,5,Chennai
Hatchback,Hyundai,Hyundai i20,2021,8.65,20000,Petrol,Manual,81.0,114.0,21.0,1197,1,Third Party insurance,5,Chennai
Hatchback,Honda,Honda Jazz,2019,7.92,17711,Petrol,Automatic,88.0,110.0,18.2,1199,1,Comprehensive,5,Chennai
Sedan,BMW,BMW 3 Series,2020,40.5,50000,Diesel,Automatic,187.0,400.0,20.37,1995,1,Comprehensive,5,Chennai
Hatchback,Maruti,Maruti Swift,2018,6.1,50000,Petrol,Manual,81.0,113.0,22.0,1197,1,Third Party insurance,5,Chennai
Hatchback,Hyundai,Hyundai Grand i10,2018,5.11,51125,Petrol,Manual,81.0,113.0,18.9,1197,2,Comprehensive,5,Chennai
SUV,Tata,Tata Nexon,2019,7.1,69233,Diesel,Manual,108.0,260.0,21.5,1497,1,Comprehensive,5,Chennai
SUV,Jeep,Jeep Compass,2017,12.25,65000,Diesel,Manual,167.0,350.0,17.1,1956,1,Comprehensive,5,Chennai
Sedan,Honda,Honda City,2014,5.7,93281,Petrol,Manual,117.0,145.0,17.4,1497,1,Comprehensive,5,Chennai
SUV,Toyota,Toyota Fortuner,2022,39.0,18000,Diesel,Manual,201.0,420.0,19.24556842105263,2755,1,Comprehensive,7,Chennai
Sedan,Honda,Honda Amaze,2014,3.75,99225,Petrol,Manual,86.0,109.0,18.0,1198,2,Comprehensive,5,Chennai
Hatchback,Hyundai,Hyundai EON,2016,2.75,30000,Petrol,Manual,68.0,94.0,20.3,998,1,Third Party insurance,5,Chennai
Sedan,Honda,Honda Amaze,2014,4.29,30602,Petrol,Manual,86.0,109.0,18.0,1198,1,Comprehensive,5,Chennai
Hatchback,Maruti,Maruti Swift,2018,6.75,64500,Diesel,Manual,74.0,190.0,25.2,1248,1,Comprehensive,5,Chennai
Sedan,Honda,Honda City,2017,7.93,46809,Petrol,Manual,117.0,145.0,17.8,1497,2,Comprehensive,5,Chennai
SUV,Tata,Tata Nexon EV,2020,11.0,20000,Electric,Automatic,127.0,245.0,19.24556842105263,0,1,Third Party insurance,5,Chennai
SUV,Hyundai,Hyundai Creta,2019,14.25,20000,Diesel,Automatic,126.0,259.0,17.01,1582,1,Comprehensive,5,Chennai
SUV,Hyundai,Hyundai Venue,2020,10.36,21725,Petrol,Automatic,118.0,171.0,18.15,998,1,Third Party,5,Chennai
Sedan,Honda,Honda City,2016,8.0,80000,Petrol,Manual,117.0,145.0,17.8,1497,1,Third Party insurance,5,Chennai
Sedan,Audi,Audi A6,2013,14.0,88000,Petrol,Automatic,177.0,320.0,13.53,1984,2,Third Party insurance,5,Chennai
Sedan,Honda,Honda City,2019,10.88,30360,Petrol,Automatic,117.0,145.0,17.4,1497,2,Third Party,5,Chennai
