body type,Brand,model,modelYear,price,Kms Driven,Fuel Type,Transmission,Max Power,Torque,Mileage,Engine,ownerNo,Insurance Validity,Seats,City
Hatchback,Maruti,Maruti A-Star,2010,1.1,100000,Petrol,Manual,66.0,90.0,19.0,998,1,Third Party insurance,5,jaipur
SUV,Nissan,Nissan Magnite,2021,7.3,10000,Petrol,Manual,98.0,160.0,20.0,999,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto,2012,1.3,60000,CNG,Manual,38.0,54.0,26.83,796,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto 800,2021,3.3,20000,Petrol,Manual,47.0,69.0,22.05,796,1,Third Party insurance,5,jaipur
Sedan,Maruti,Maruti Swift Dzire,2020,6.0,30000,Petrol,Manual,81.0,113.0,21.21,1197,1,Third Party insurance,5,jaipur
MUV,Renault,Renault Triber,2020,6.0,70000,Petrol,Manual,71.0,96.0,20.0,999,1,Third Party insurance,7,jaipur
MUV,Renault,Renault Triber,2020,6.0,70000,Petrol,Manual,71.0,96.0,20.0,999,1,Third Party insurance,7,jaipur
Hatchback,Maruti,Maruti Wagon R,2009,1.0,50000,Petrol,Manual,64.0,8.0,17.3,1061,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Swift,2013,3.35,70000,Petrol,Manual,85.0,114.0,18.6,1197,1,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra Bolero Neo,2023,11.0,30000,Diesel,Manual,100.0,260.0,17.29,1493,1,Third Party insurance,7,jaipur
SUV,Ford,Ford Ecosport,2014,4.0,50000,Petrol,Automatic,110.0,140.0,16.5,1499,3,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai i20,2011,3.0,30000,Petrol,Manual,80.0,11.0,17.0,1197,1,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai Santro Xing,2011,1.8,20000,Petrol,Manual,62.0,96.0,17.92,1086,1,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra XUV300,2022,11.0,20000,Diesel,Manual,115.0,300.0,20.0,1497,1,Third Party insurance,5,jaipur
SUV,MG,MG Hector,2019,9.0,50000,Petrol,Manual,141.0,250.0,15.81,1451,1,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai i20,2012,2.3,90000,Petrol,Manual,80.0,11.0,17.0,1197,1,Third Party insurance,5,jaipur
Hatchback,Ford,Ford Figo,2011,1.5,60000,Diesel,Manual,68.0,160.0,20.0,1399,3,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Celerio,2018,4.0,100000,Petrol,Automatic,67.0,90.0,23.1,998,1,Third Party insurance,5,jaipur
Hatchback,Citroen,Citroen C3,2022,7.0,10000,Petrol,Manual,108.0,190.0,19.3,1199,1,Third Party insurance,5,jaipur
SUV,Ford,Ford Ecosport,2017,6.0,60000,Diesel,Manual,98.0,205.0,23.0,1498,1,Third Party insurance,5,jaipur
SUV,Maruti,Maruti Vitara Brezza,2021,7.45,40000,Petrol,Manual,103.0,138.0,17.03,1462,1,Third Party insurance,5,jaipur
Hatchback,Ford,Ford Figo,2013,1.5,120000,Diesel,Manual,68.0,160.0,20.0,1399,2,Third Party insurance,5,jaipur
Hatchback,Ford,Ford Figo,2013,1.5,120000,Diesel,Manual,68.0,160.0,20.0,1399,2,Third Party insurance,5,jaipur
SUV,Kia,Kia Seltos,2020,11.66,70000,Diesel,Manual,113.0,250.0,20.8,1493,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Wagon R,2021,5.0,10000,Petrol,Manual,67.0,90.0,21.79,998,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto K10,2018,3.5,50000,Petrol,Automatic,67.0,90.0,23.95,998,2,Third Party insurance,5,jaipur
SUV,Tata,Tata Nexon,2018,6.0,50000,Diesel,Manual,108.0,260.0,21.5,1497,2,Third Party insurance,5,jaipur
Hatchback,Datsun,Datsun GO,2016,2.25,50000,Petrol,Manual,67.0,104.0,20.63,1198,1,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra Bolero,2021,10.0,30000,Diesel,Manual,74.0,210.0,16.0,1493,1,Third Party insurance,7,jaipur
Sedan,Maruti,Maruti Swift Dzire,2010,1.9,150000,Diesel,Manual,73.0,190.0,19.3,1248,2,Third Party insurance,5,jaipur
Coupe,Porsche,Porsche 911,2020,1.5,30000,Petrol,Automatic,443.0,530.0,9.0,2981,2,Third Party insurance,4,jaipur
SUV,Mahindra,Mahindra Bolero Neo,2021,9.5,70000,Diesel,Manual,100.0,260.0,17.29,1493,1,Third Party insurance,7,jaipur
Hatchback,Maruti,Maruti Zen Estilo,2010,1.5,90000,Petrol,Manual,67.0,90.0,19.0,998,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto,2010,1.85,50000,Petrol,Manual,46.0,62.0,19.7,796,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti 800,1998,50.0,80000,Petrol,Manual,37.0,59.0,16.1,796,4,Third Party insurance,4,jaipur
Hatchback,Chevrolet,Chevrolet Beat,2014,1.5,120000,Diesel,Manual,56.0,142.0,25.44,936,2,Third Party insurance,5,jaipur
Sedan,Honda,Honda Amaze,2021,8.0,20000,Petrol,Manual,88.0,110.0,18.6,1199,1,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra Thar,2017,4.5,60000,Diesel,Manual,105.0,247.0,16.55,2498,4,Third Party insurance,6,jaipur
Sedan,Honda,Honda Amaze,2016,4.3,60000,Diesel,Manual,98.0,200.0,25.8,1498,2,Third Party insurance,5,jaipur
Sedan,Maruti,Maruti Swift Dzire,2011,2.25,70000,Petrol,Manual,85.0,114.0,17.5,1298,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto,2008,70.0,150000,Petrol,Manual,46.0,62.0,19.7,796,3,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai i10,2010,1.75,30000,Petrol,Manual,78.0,111.0,20.36,1197,2,Third Party insurance,5,jaipur
Sedan,Hyundai,Hyundai Accent,2008,1.0,60000,Petrol,Manual,94.0,12.0,13.2,1495,1,Third Party insurance,5,jaipur
MUV,Maruti,Maruti Ertiga,2017,6.0,120000,Diesel,Manual,88.0,200.0,24.52,1248,2,Third Party insurance,7,jaipur
Sedan,Maruti,Maruti Swift Dzire,2011,2.0,100000,Petrol,Manual,85.0,114.0,17.5,1298,1,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra Scorpio,2020,16.0,50000,Diesel,Manual,136.0,319.0,15.4,2179,1,Third Party insurance,7,jaipur
Hatchback,Hyundai,Hyundai Santro Xing,2007,1.0,70000,Petrol,Manual,63.0,9.0,17.8,1086,1,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra XUV300,2022,12.0,10000,Petrol,Manual,108.0,200.0,16.82,1197,1,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra XUV300,2020,10.7,50000,Petrol,Manual,108.0,200.0,16.82,1197,1,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai EON,2015,2.48,80000,Petrol,Manual,55.0,74.0,21.1,814,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto 800,2020,4.0,40000,Petrol,Manual,47.0,69.0,22.05,796,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto,2007,1.25,70000,Petrol,Manual,46.0,62.0,19.7,796,2,Third Party insurance,5,jaipur
Hatchback,Honda,Honda Jazz,2016,4.0,150000,Diesel,Manual,98.0,200.0,27.3,1498,1,Third Party insurance,5,jaipur
Sedan,Honda,Honda Amaze,2021,9.0,40000,Diesel,Automatic,78.0,160.0,21.0,1498,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto 800,2020,3.1,30000,Petrol,Manual,47.0,69.0,22.05,796,1,Third Party insurance,5,jaipur
Sedan,Maruti,Maruti Swift Dzire,2014,3.5,80000,Petrol,Manual,85.0,114.0,19.1,1197,1,Third Party insurance,5,jaipur
SUV,Jeep,Jeep Compass,2017,13.0,80000,Diesel,Manual,170.0,350.0,17.1,1956,1,Third Party insurance,5,jaipur
SUV,Honda,Honda WR-V,2021,8.5,20000,Petrol,Manual,88.0,110.0,16.5,1199,1,Third Party insurance,5,jaipur
Hatchback,Chevrolet,Chevrolet Spark,2009,90.0,70000,Petrol,Manual,62.0,90.0,18.0,995,2,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra XUV500,2012,5.0,120000,Diesel,Manual,140.0,330.0,15.1,2179,1,Third Party insurance,7,jaipur
SUV,Honda,Honda WR-V,2022,9.5,20000,Petrol,Manual,88.0,110.0,16.5,1199,1,Third Party insurance,5,jaipur
SUV,Jeep,Jeep Compass,2018,12.14,150000,Diesel,Manual,170.0,350.0,17.1,1956,1,Third Party insurance,5,jaipur
Sedan,Hyundai,Hyundai Aura,2021,6.7,20000,Petrol,Manual,81.0,113.0,20.5,1197,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti 800,2004,50.0,80000,Petrol,Manual,37.0,59.0,16.1,796,2,Third Party insurance,4,jaipur
SUV,Maruti,Maruti Vitara Brezza,2017,8.5,90000,Diesel,Manual,88.0,200.0,24.3,1248,1,Third Party insurance,5,jaipur
Hatchback,Renault,Renault KWID,2017,3.0,30000,Petrol,Manual,53.0,72.0,25.17,799,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto 800,2020,3.3,30000,Petrol,Manual,47.0,69.0,22.05,796,1,Third Party insurance,5,jaipur
SUV,Maruti,Maruti Vitara Brezza,2018,7.5,40000,Diesel,Manual,88.0,200.0,24.3,1248,3,Third Party insurance,5,jaipur
Sedan,Hyundai,Hyundai Accent,2005,70.0,120000,Petrol,Manual,94.0,12.0,13.2,1495,4,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Wagon R,2006,80.0,120000,Petrol,Manual,67.0,90.0,18.9,998,4,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Wagon R,2009,1.25,60000,Petrol,Manual,67.0,84.0,18.9,1061,2,Third Party insurance,5,jaipur
Sedan,Maruti,Maruti Swift Dzire,2009,2.5,150000,Diesel,Manual,73.0,190.0,19.3,1248,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto 800,2019,3.7,60000,Petrol,Manual,47.0,69.0,24.7,796,1,Third Party insurance,5,jaipur
SUV,Renault,Renault Duster,2013,3.25,150000,Diesel,Manual,108.0,248.0,19.01,1461,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti 800,2006,45.0,80000,Petrol,Manual,37.0,59.0,16.1,796,2,Third Party insurance,4,jaipur
SUV,Tata,Tata New Safari,2009,1.7,100000,Diesel,Manual,138.0,320.0,13.93,2179,2,Third Party insurance,7,jaipur
SUV,Mahindra,Mahindra Bolero Power Plus,2019,8.0,50000,Diesel,Manual,70.0,195.0,16.5,1493,1,Third Party insurance,7,jaipur
Hatchback,Chevrolet,Chevrolet Beat,2012,1.22,50000,Diesel,Manual,57.0,150.0,25.44,936,3,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai i10,2008,1.5,60000,Petrol,Manual,78.0,111.0,20.36,1197,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto 800,2020,3.25,30000,Petrol,Manual,47.0,69.0,22.05,796,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti 800,2003,50.0,80000,Petrol,Manual,37.0,59.0,16.1,796,4,Third Party insurance,4,jaipur
SUV,Hyundai,Hyundai Venue,2022,11.0,10000,Petrol,Manual,118.0,171.0,18.0,998,2,Third Party insurance,5,jaipur
Sedan,Hyundai,Hyundai Accent,2009,1.0,150000,LPG,Manual,93.0,124.0,13.2,1495,2,Third Party insurance,5,jaipur
Coupe,BMW,BMW 6 Series,2006,7.0,40000,Petrol,Automatic,450.0,600.0,7.94,4395,4,Third Party insurance,4,jaipur
Hatchback,Maruti,Maruti Wagon R,2009,1.25,150000,Petrol,Manual,67.0,84.0,18.9,1061,2,Third Party insurance,5,jaipur
SUV,Tata,Tata Nexon,2019,8.0,60000,Petrol,Manual,108.0,170.0,17.0,1198,1,Third Party insurance,5,jaipur
MUV,Renault,Renault Triber,2021,7.8,30000,Petrol,Manual,71.0,96.0,20.0,999,1,Third Party insurance,7,jaipur
Sedan,Honda,Honda City,2009,2.25,120000,Petrol,Manual,118.0,146.0,17.0,1497,2,Third Party insurance,5,jaipur
SUV,Tata,Tata Nexon,2021,9.5,50000,Petrol,Automatic,118.0,170.0,17.05,1199,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Swift,2014,3.8,150000,Diesel,Manual,74.0,190.0,25.2,1248,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Zen Estilo,2007,90.0,150000,Petrol,Manual,67.0,90.0,18.2,998,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto 800,2022,4.25,10000,Petrol,Manual,47.0,69.0,22.05,796,1,Third Party insurance,5,jaipur
SUV,Kia,Kia Seltos,2021,14.5,30000,Petrol,Manual,113.0,144.0,16.8,1497,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Baleno,2018,5.9,60000,Petrol,Manual,83.0,115.0,21.4,1197,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Baleno,2018,5.9,60000,Petrol,Manual,83.0,115.0,21.4,1197,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto 800,2018,2.8,50000,Petrol,Manual,47.0,69.0,24.7,796,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Celerio,2014,2.5,120000,Petrol,Manual,67.0,90.0,23.1,998,2,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra XUV500,2013,5.0,70000,Diesel,Manual,140.0,330.0,15.1,2179,1,Third Party insurance,7,jaipur
SUV,Maruti,Maruti SX4 S Cross,2017,5.0,150000,Diesel,Manual,88.0,200.0,25.1,1248,1,Third Party insurance,5,jaipur
Hatchback,Tata,Tata Nano,2016,1.42,50000,Petrol,Manual,37.0,51.0,25.4,624,1,Third Party insurance,4,jaipur
SUV,Mahindra,Mahindra KUV 100,2016,3.0,70000,Petrol,Manual,82.0,115.0,18.15,1198,1,Third Party insurance,6,jaipur
Hatchback,Maruti,Maruti Swift,2021,6.5,40000,Petrol,Manual,88.0,113.0,22.38,1197,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Swift,2006,1.5,120000,Petrol,Manual,88.0,11.0,16.1,1298,3,Third Party insurance,5,jaipur
Sedan,Tata,Tata Tigor,2019,5.0,60000,Petrol,Manual,84.0,114.0,20.3,1199,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti A-Star,2010,1.5,150000,Petrol,Automatic,66.0,90.0,16.98,998,4,Third Party insurance,5,jaipur
Sedan,Tata,Tata Indigo,2011,1.61,90000,Diesel,Manual,70.0,140.0,23.57,1396,2,Third Party insurance,5,jaipur
SUV,Honda,Honda WR-V,2023,10.0,10000,Petrol,Manual,88.0,110.0,16.5,1199,2,Third Party insurance,5,jaipur
Hatchback,Tata,Tata Tiago,2020,5.2,50000,Petrol,Manual,84.0,113.0,20.09,1199,1,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra TUV 300,2016,7.25,90000,Diesel,Manual,100.0,240.0,18.49,1493,2,Third Party insurance,7,jaipur
MUV,Renault,Renault Triber,2021,7.5,30000,Petrol,Manual,71.0,96.0,20.0,999,1,Third Party insurance,7,jaipur
Hatchback,Maruti,Maruti Alto K10,2013,2.5,40000,Petrol,Manual,67.0,90.0,20.92,998,1,Third Party insurance,5,jaipur
SUV,Renault,Renault Duster,2013,3.5,150000,Diesel,Manual,108.0,248.0,19.01,1461,1,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai i10,2017,4.0,120000,LPG,Manual,68.0,99.0,19.2,1086,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto,2012,1.5,100000,Petrol,Manual,46.0,62.0,19.7,796,3,Third Party insurance,5,jaipur
Sedan,Maruti,Maruti Swift Dzire,2016,4.6,90000,Diesel,Manual,74.0,190.0,26.59,1248,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti 800,2004,40.0,70000,Petrol,Manual,37.0,59.0,16.1,796,4,Third Party insurance,4,jaipur
Sedan,Chevrolet,Chevrolet Sail,2017,4.25,150000,Diesel,Manual,74.0,190.0,22.1,1248,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Wagon R,2005,1.0,120000,Petrol,Manual,67.0,90.0,18.9,998,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Baleno RS,2019,6.5,60000,Petrol,Manual,100.0,150.0,21.1,998,1,Third Party insurance,5,jaipur
MUV,Maruti,Maruti Ertiga,2017,7.5,100000,Diesel,Manual,88.0,200.0,24.52,1248,2,Third Party insurance,7,jaipur
Hatchback,Maruti,Maruti Alto 800,2022,4.56,10000,Petrol,Manual,47.0,69.0,22.05,796,1,Third Party insurance,5,jaipur
SUV,Renault,Renault Duster,2013,3.5,120000,Diesel,Manual,108.0,248.0,19.01,1461,1,Third Party insurance,5,jaipur
Sedan,Maruti,Maruti Swift Dzire,2015,3.75,150000,Diesel,Manual,74.0,190.0,26.59,1248,1,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra Bolero,2005,3.05,120000,Diesel,Manual,63.0,180.0,15.96,2523,2,Third Party insurance,9,jaipur
Sedan,Hyundai,Hyundai Verna,2012,4.0,150000,Diesel,Manual,126.0,259.0,22.32,1582,2,Third Party insurance,5,jaipur
Sedan,Honda,Honda Amaze,2016,4.0,150000,Diesel,Manual,98.0,200.0,25.8,1498,1,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai EON,2017,2.3,120000,Petrol,Manual,55.0,74.0,21.1,814,2,Third Party insurance,5,jaipur
Hatchback,Tata,Tata Altroz,2021,7.25,20000,Petrol,Manual,86.0,113.0,19.33,1199,2,Third Party insurance,5,jaipur
MUV,Toyota,Toyota Innova,2009,4.25,100000,Diesel,Manual,102.0,20.0,12.8,2494,2,Third Party insurance,7,jaipur
Sedan,Volkswagen,Volkswagen Vento,2014,4.5,30000,Petrol,Manual,103.0,153.0,15.04,1598,1,Third Party insurance,5,jaipur
Hatchback,Nissan,Nissan Micra,2016,3.0,120000,Diesel,Manual,63.0,160.0,23.08,1461,2,Third Party insurance,5,jaipur
Hatchback,Chevrolet,Chevrolet Beat,2011,1.6,90000,Petrol,Manual,79.0,108.0,18.6,1199,3,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Swift,2023,6.4,10000,Petrol,Manual,88.0,113.0,22.38,1197,1,Third Party insurance,5,jaipur
Sedan,Hyundai,Hyundai Aura,2021,6.75,30000,Petrol,Manual,81.0,113.0,20.5,1197,1,Third Party insurance,5,jaipur
SUV,Renault,Renault Duster,2012,3.0,150000,Diesel,Manual,83.0,200.0,20.45,1461,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto 800,2015,2.5,40000,Petrol,Manual,47.0,69.0,22.74,796,2,Third Party insurance,5,jaipur
Sedan,Tata,Tata Zest,2017,4.5,120000,Diesel,Manual,74.0,190.0,22.95,1248,3,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai EON,2017,2.6,60000,Petrol,Manual,55.0,74.0,21.1,814,1,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai i20,2023,8.5,10000,Petrol,Manual,81.0,114.0,21.0,1197,1,Third Party insurance,5,jaipur
SUV,Ford,Ford Ecosport,2014,4.5,150000,Diesel,Manual,89.0,204.0,22.7,1498,1,Third Party insurance,5,jaipur
Sedan,Chevrolet,Chevrolet Cruze,2013,3.8,70000,Diesel,Manual,163.0,380.0,17.3,1998,2,Third Party insurance,5,jaipur
Sedan,Honda,Honda City,2015,4.5,80000,Diesel,Manual,98.0,200.0,26.0,1498,1,Third Party insurance,5,jaipur
Hatchback,Renault,Renault KWID,2017,3.0,60000,Petrol,Manual,53.0,72.0,25.17,799,1,Third Party insurance,5,jaipur
Hatchback,Tata,Tata Indica,2011,2.25,120000,Diesel,Manual,79.75952380952381,193.57619047619048,18.0,1248,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto,2009,1.5,70000,Petrol,Manual,46.0,62.0,19.7,796,3,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai i10,2012,2.0,90000,Petrol,Manual,78.0,111.0,20.36,1197,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Zen,2001,40.0,120000,Petrol,Manual,60.0,78.0,17.3,993,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Wagon R,2017,4.0,40000,Petrol,Manual,67.0,90.0,20.51,998,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Wagon R,2015,3.5,70000,Petrol,Automatic,67.0,90.0,20.51,998,1,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai EON,2015,2.5,60000,Petrol,Manual,55.0,74.0,21.1,814,1,Third Party insurance,5,jaipur
Sedan,Toyota,Toyota Etios,2011,3.5,80000,Petrol,Manual,88.0,132.0,17.6,1496,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Wagon R,2012,3.0,50000,Petrol,Manual,67.0,90.0,18.9,998,1,Third Party insurance,5,jaipur
Hatchback,Ford,Ford Figo,2011,2.0,120000,Diesel,Manual,68.0,160.0,20.0,1399,4,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Ritz,2009,3.0,150000,Diesel,Manual,73.0,190.0,21.1,1248,3,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Ritz,2013,3.0,120000,Diesel,Manual,73.0,190.0,23.2,1248,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Alto 800,2015,2.5,40000,Petrol,Manual,47.0,69.0,22.74,796,2,Third Party insurance,5,jaipur
Hatchback,Datsun,Datsun RediGO,2020,3.0,40000,Petrol,Manual,53.0,72.0,20.71,799,2,Third Party insurance,5,jaipur
SUV,Hyundai,Hyundai Venue,2021,10.0,40000,Petrol,Manual,118.0,171.0,18.27,998,1,Third Party insurance,5,jaipur
Hatchback,Nissan,Nissan Micra Active,2013,2.0,70000,Petrol,Manual,67.0,104.0,19.49,1198,2,Third Party insurance,5,jaipur
Sedan,Honda,Honda City,2013,3.5,120000,Petrol,Automatic,116.0,146.0,16.8,1497,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Zen Estilo,2010,1.0,150000,Petrol,Manual,67.0,90.0,19.0,998,2,Third Party insurance,5,jaipur
Sedan,Honda,Honda City,2015,5.0,100000,Diesel,Manual,98.0,200.0,26.0,1498,3,Third Party insurance,5,jaipur
Sedan,Maruti,Maruti Swift Dzire,2017,7.0,80000,Diesel,Automatic,74.0,190.0,28.4,1248,1,Third Party insurance,5,jaipur
Sedan,Honda,Honda Amaze,2021,8.0,40000,Petrol,Automatic,88.0,110.0,18.3,1199,1,Third Party insurance,5,jaipur
Sedan,Tata,Tata Tigor,2022,8.2,30000,CNG,Manual,72.0,95.0,26.49,1199,1,Third Party insurance,5,jaipur
Hatchback,Tata,Tata Altroz,2020,6.75,90000,Petrol,Manual,84.0,113.0,18.53,1199,1,Third Party insurance,5,jaipur
MUV,Maruti,Maruti Ertiga,2019,11.0,100000,Diesel,Manual,88.0,200.0,25.47,1248,3,Third Party insurance,7,jaipur
SUV,Mahindra,Mahindra Quanto,2014,3.5,70000,Diesel,Manual,100.0,240.0,17.21,1493,1,Third Party insurance,7,jaipur
Sedan,Honda,Honda City,2015,5.0,150000,Diesel,Manual,98.0,200.0,26.0,1498,1,Third Party insurance,5,jaipur
SUV,Mahindra,Mahindra Bolero,2013,5.0,30000,Diesel,Manual,62.0,195.0,15.96,2523,3,Third Party insurance,7,jaipur
Hatchback,Maruti,Maruti Alto 800,2018,3.2,40000,Petrol,Manual,47.0,69.0,24.7,796,1,Third Party insurance,5,jaipur
Sedan,Volkswagen,Volkswagen Vento,2013,4.2,120000,Diesel,Manual,103.0,250.0,20.54,1598,4,Third Party insurance,5,jaipur
Sedan,Honda,Honda Amaze,2014,3.25,150000,Diesel,Manual,98.0,200.0,25.8,1498,1,Third Party insurance,5,jaipur
SUV,Maruti,Maruti Vitara Brezza,2020,9.5,30000,Petrol,Manual,103.0,138.0,17.03,1462,1,Third Party insurance,5,jaipur
SUV,Maruti,Maruti Vitara Brezza,2020,9.5,30000,Petrol,Manual,103.0,138.0,17.03,1462,1,Third Party insurance,5,jaipur
Hatchback,Datsun,Datsun RediGO,2017,3.0,120000,Petrol,Manual,53.0,72.0,22.7,799,1,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai Grand i10,2015,4.0,90000,Diesel,Manual,70.0,160.0,24.0,1120,1,Third Party insurance,5,jaipur
Hatchback,Hyundai,Hyundai i10,2014,3.5,60000,Petrol,Manual,78.0,111.0,20.36,1197,2,Third Party insurance,5,jaipur
MUV,Mahindra,Mahindra Bolero,2007,2.8,150000,Diesel,Manual,63.0,180.0,13.6,2523,2,Third Party insurance,7,jaipur
Sedan,Skoda,Skoda Superb,2012,5.0,120000,Petrol,Automatic,157.0,250.0,13.7,1798,1,Third Party insurance,5,jaipur
Sedan,Skoda,Skoda Superb,2012,5.0,120000,Petrol,Automatic,157.0,250.0,13.7,1798,1,Third Party insurance,5,jaipur
Sedan,Skoda,Skoda Superb,2012,5.0,120000,Petrol,Automatic,157.0,250.0,13.7,1798,1,Third Party insurance,5,jaipur
Sedan,Maruti,Maruti SX4,2010,2.5,70000,Petrol,Manual,103.0,145.0,15.5,1586,1,Third Party insurance,5,jaipur
MUV,Mahindra,Mahindra Bolero,2007,3.0,90000,Diesel,Manual,63.0,180.0,13.6,2523,3,Third Party insurance,7,jaipur
Sedan,Honda,Honda Amaze,2013,4.0,90000,Diesel,Manual,98.0,200.0,25.8,1498,1,Third Party insurance,5,jaipur
Sedan,Honda,Honda Amaze,2016,4.2,90000,Diesel,Manual,98.0,200.0,25.8,1498,4,Third Party insurance,5,jaipur
SUV,Nissan,Nissan Terrano,2014,4.0,150000,Diesel,Manual,83.0,200.0,20.45,1461,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Baleno,2021,8.0,30000,Petrol,Manual,81.0,113.0,21.01,1197,2,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Wagon R,2019,5.0,40000,Petrol,Manual,67.0,90.0,21.79,998,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Swift,2022,7.25,20000,Petrol,Manual,88.0,113.0,22.38,1197,1,Third Party insurance,5,jaipur
Sedan,Hyundai,Hyundai Verna,2011,3.0,120000,Diesel,Manual,126.0,259.0,22.32,1582,3,Third Party insurance,5,jaipur
Sedan,Maruti,Maruti Swift Dzire,2014,4.0,120000,Diesel,Manual,74.0,190.0,23.4,1248,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Baleno,2021,8.0,30000,Petrol,Manual,81.0,113.0,21.01,1197,1,Third Party insurance,5,jaipur
Hatchback,Maruti,Maruti Swift,2014,4.5,120000,Diesel,Manual,74.0,190.0,22.9,1248,1,Third Party insurance,5,jaipur
Sedan,Hyundai,Hyundai Elantra,2013,4.5,121000,Diesel,Manual,126.0,259.0,22.7,1582,1,Third Party insurance,5,jaipur
Sedan,Maruti,Maruti Swift Dzire,2013,5.0,120000,Diesel,Manual,74.0,190.0,23.4,1248,1,Third Party insurance,5,jaipur
SUV,Mitsubishi,Mitsubishi Pajero,2013,9.0,120000,Diesel,Manual,175.0,400.0,13.5,2477,3,Third Party insurance,7,jaipur
Hatchback,Maruti,Maruti Ritz,2011,1.65,150000,Petrol,Manual,85.0,114.0,18.5,1197,3,Third Party insurance,5,jaipur
